Peak Frequency,Lower Frequency Bound,Upper Frequency Bound,Frequency Span,Peak Time,Event Onset Time,Event Offset Time,Event Duration,Peak Power,Normalized Peak Power,Filename,Channel_Number
10,5,12,7,0.554,0.456,0.668,0.212,2.4810079542653487e-14,4.952270250486633,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
10,8,12,4,2.604,2.478,2.746,0.268,5.801591594477844e-14,11.580393931995065,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
12,10,15,5,1.868,1.764,1.986,0.222,2.587035789436897e-14,5.753411804248733,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,7,11,4,2.22,2.054,2.366,0.312,3.335782852103099e-14,5.828173098509976,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
12,10,14,4,1.078,0.95,1.18,0.23,2.1543855184952222e-14,4.791223655901139,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,7,12,5,0.336,0.102,0.614,0.512,3.779351738710143e-14,5.906701005264153,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,6,9,3,1.71,1.464,1.912,0.448,3.409950301354659e-14,5.329368173544623,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,6,10,4,2.67,2.518,2.804,0.286,4.3093036729146677e-14,6.734956176765041,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,7,11,4,0.392,0.272,0.538,0.266,4.188873019440114e-14,7.318664951342155,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,7,13,6,0.896,0.756,1.036,0.28,7.163944305151127e-14,12.516614339024454,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
10,8,13,5,2.01,1.886,2.168,0.282,4.053260652574909e-14,8.090599674501457,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
12,6,14,8,2.572,2.434,2.662,0.228,2.6970685129846244e-14,5.998117955241305,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
10,8,17,9,3.004,2.818,3.152,0.334,3.3554240764180205e-14,6.697667697051781,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,6,10,4,0.84,0.696,1.0,0.304,3.1162504495344134e-14,4.870348391865172,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,5,11,6,1.87,1.734,2.002,0.268,3.89092677820778e-14,6.081080222528541,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
10,8,13,5,1.374,1.218,1.542,0.324,3.225517743947348e-14,6.4383653177352125,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
11,9,13,4,1.336,1.2,1.544,0.344,3.1444211561338945e-14,6.895301119922153,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,7,10,3,1.766,1.444,2.026,0.582,3.712540499657923e-14,5.802282565236293,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,7,11,4,1.556,1.412,1.86,0.448,3.843262675207048e-14,6.714825612832458,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,7,11,4,2.678,2.534,2.906,0.372,2.4876148139051852e-14,4.346281032266965,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
10,8,12,4,2.842,2.56,2.958,0.398,2.1254460419929554e-14,4.242543110222742,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
11,9,15,6,0.286,0.178,0.388,0.21,2.2042694931612484e-14,4.833672447202487,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
11,7,14,7,1.444,1.348,1.552,0.204,2.7107250684297715e-14,5.944262766354748,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
11,7,13,6,2.912,2.806,3.088,0.282,1.9731825892305303e-14,4.326929327132672,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
12,10,15,5,1.394,1.22,1.482,0.262,3.047007779692287e-14,6.776361811034365,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
10,8,12,4,0.504,0.32,0.648,0.328,2.1035796905000738e-14,4.198896300546573,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
12,9,15,6,0.082,0.0,0.188,0.216,1.9621219466003772e-14,4.363641050131468,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,6,10,4,1.292,1.162,1.466,0.304,2.7129348924319847e-14,4.240011611571568,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,7,15,8,2.444,1.608,2.64,1.032,3.7295379686539185e-14,5.82884769442955,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,7,11,4,1.734,1.618,1.888,0.27,3.054238712921324e-14,5.336268184199428,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
11,7,18,11,2.416,2.324,2.51,0.186,4.5589447971114504e-14,9.997165012029098,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,6,11,5,1.392,1.254,1.558,0.304,3.085762647929196e-14,4.822699392555229,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,6,11,5,1.958,1.82,2.108,0.288,5.2403113639996665e-14,8.190016315390094,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,7,11,4,1.906,1.77,2.03,0.26,5.659811315899967e-14,9.888641292455155,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,4,10,6,1.964,1.762,2.096,0.334,2.90503025345046e-14,4.540235020367504,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,7,11,4,0.556,0.444,0.7,0.256,3.1047407669942204e-14,5.424503757681551,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
10,6,12,6,0.228,0.092,0.748,0.656,3.195872518009244e-14,6.3791913153988515,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
10,6,12,6,0.472,0.068,0.78,0.712,2.4931227623907667e-14,4.976452278507428,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
11,9,13,4,0.286,0.154,0.478,0.324,2.910421549198418e-14,6.382170826094926,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
12,9,14,5,2.114,2.006,2.242,0.236,2.1087440517958114e-14,4.689719782493662,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,6,10,4,1.43,1.078,1.584,0.506,3.011097563179968e-14,4.706006276476832,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,6,11,5,3.156,2.982,3.25,0.352,7.056641246896998e-14,11.028735303970537,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,7,11,4,1.442,1.292,1.592,0.3,2.938262169823378e-14,5.1336376778055595,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
12,10,15,5,1.886,1.428,2.072,0.644,1.8998380928909363e-14,4.225125510219283,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
12,9,15,6,1.022,0.918,1.108,0.19,3.7901548386372037e-14,8.42907611776495,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,7,13,6,1.682,1.474,1.84,0.366,2.627291764134677e-14,4.590320131903263,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
10,8,14,6,1.768,1.658,1.928,0.27,2.887992416725499e-14,5.764640497984894,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
11,9,13,4,0.864,0.708,0.974,0.266,2.989204790265648e-14,6.554932089102672,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,6,9,3,0.26,0.032,0.456,0.424,6.49771862962662e-14,10.155202218525956,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,6,10,4,1.934,1.79,2.064,0.274,3.968846432099492e-14,6.202859863533612,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,7,13,6,0.722,0.608,0.878,0.27,4.461597336808339e-14,7.7951601550970615,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,4,11,7,1.238,1.094,1.346,0.252,2.698215922638802e-14,4.714236553011906,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
10,7,13,6,0.706,0.604,0.822,0.218,4.4449733936860595e-14,8.872486468216207,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
10,8,12,4,1.304,1.128,1.588,0.46,2.8878052617994046e-14,5.764266923296778,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
11,9,13,4,1.462,1.312,1.6,0.288,3.681687984196401e-14,8.073456455129,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
11,8,14,6,2.102,2.01,2.2,0.19,2.3491885394144176e-14,5.151460813426345,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
12,9,15,6,2.142,2.044,2.264,0.22,2.395168628394245e-14,5.326710792342453,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,7,14,7,2.998,2.852,3.126,0.274,3.2345852545073853e-14,5.6513638929679155,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
10,7,14,7,3.018,2.91,3.128,0.218,3.293181003896939e-14,6.5734260492912,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
11,9,15,6,2.346,2.15,2.502,0.352,3.023445603141683e-14,6.630017678356707,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
12,10,19,9,2.304,2.1,2.426,0.326,3.1335797655565767e-14,6.968892694226079,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,7,11,4,2.406,2.258,2.548,0.29,2.7178965405655995e-14,4.74862189913559,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
11,8,16,8,0.766,0.666,0.854,0.188,2.913927664201575e-14,6.38985927414543,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,6,12,6,0.934,0.534,1.07,0.536,3.0472909336875687e-14,4.762572437221135,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,7,11,4,1.018,0.898,1.2,0.302,3.775955753369424e-14,6.5972291119240625,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
10,8,11,3,1.064,0.912,1.258,0.346,3.5280414582998296e-14,7.042224401733247,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,6,10,4,1.588,1.154,1.808,0.654,4.006865485773226e-14,6.262279361394501,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,7,11,4,0.28,0.098,0.418,0.32,3.194772502631747e-14,5.581804326369341,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,6,11,5,1.21,1.066,1.318,0.252,3.379654509717119e-14,5.904824255383651,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,7,11,4,1.73,1.524,1.898,0.374,3.24486460199801e-14,5.669323640101132,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
10,8,12,4,2.14,1.982,2.372,0.39,4.4432031501536654e-14,8.868952934852672,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
12,9,16,7,1.472,1.376,1.57,0.194,6.91243422569144e-14,15.372837450711334,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,6,10,4,1.002,0.842,1.146,0.304,3.6932600589794985e-14,5.772149408491256,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,7,11,4,1.51,1.366,1.636,0.27,5.230518058836588e-14,9.138593845388543,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
11,9,14,5,1.736,1.338,1.85,0.512,2.4534545195998096e-14,5.380102364364791,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
12,10,15,5,2.428,2.322,2.57,0.248,2.6015356589244124e-14,5.78565864080591,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,6,10,4,1.678,1.508,1.828,0.32,2.7717161393094088e-14,4.331880078447863,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
12,10,15,5,3.13,2.92,3.25,0.424,2.1519036481474803e-14,4.785704125706151,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,5,11,6,0.202,0.082,0.314,0.232,2.926929836609874e-14,4.5744616017512,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,5,11,6,0.232,0.112,0.386,0.274,2.989487666182672e-14,5.223137226509946,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
12,8,15,7,2.354,2.27,2.45,0.18,1.8942512623835402e-14,4.212700735610121,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,6,9,3,2.296,2.006,2.508,0.502,3.3052767434256975e-14,5.165775194486636,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,7,11,4,0.368,0.226,0.54,0.314,3.7511831905533756e-14,6.553947282564391,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
10,7,13,6,0.27,0.146,0.512,0.366,2.8716936886729235e-14,5.732107064983691,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
10,8,12,4,3.12,2.94,3.244,0.304,2.53977435803403e-14,5.069572217459932,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
11,8,13,5,0.234,0.11,0.32,0.21,2.725319726076144e-14,5.976266926808129,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,6,11,5,2.768,2.628,2.912,0.284,5.340390200377399e-14,8.346428262281222,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,7,11,4,0.322,0.17,0.666,0.496,5.6433955263204583e-14,9.859960149988769,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,7,12,5,1.77,1.616,1.964,0.348,2.802700912105488e-14,4.8967893844781125,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
10,8,12,4,1.692,1.56,1.818,0.258,3.434505584568193e-14,6.855520072938936,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
11,9,14,5,1.638,1.53,1.768,0.238,3.425181451195462e-14,7.510971439144897,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
10,8,12,4,2.324,2.178,2.48,0.302,2.928406039249632e-14,5.845308994108247,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
11,7,13,6,2.34,1.958,2.458,0.5,2.3023543595658295e-14,5.048759630370555,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
12,10,35,25,2.134,1.928,2.448,0.52,2.1580112315943444e-14,4.799287023492915,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
12,10,14,4,2.786,2.652,2.918,0.266,1.8570450380157596e-14,4.129956333177362,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
11,8,14,6,2.04,1.94,2.174,0.234,2.468526135452185e-14,5.413152431294661,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
11,9,14,5,2.782,2.668,2.904,0.236,3.461291342869054e-14,7.590155671833154,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,6,10,4,2.272,2.13,2.41,0.28,2.9565549999195274e-14,4.620762394585573,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,7,11,4,1.396,1.226,1.632,0.406,2.7611191819626662e-14,4.824139115634892,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
11,9,19,10,1.814,1.704,1.924,0.22,3.6831876230683404e-14,8.076744965503314,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
12,9,20,11,1.798,1.704,1.898,0.194,3.706190238279497e-14,8.242343902922956,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
10,8,12,4,1.792,1.618,2.006,0.388,2.468825053559065e-14,4.9279523047788665,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,6,10,4,2.468,2.324,2.636,0.312,6.627708612006187e-14,10.358361916981995,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
9,7,11,4,1.152,1.032,1.31,0.278,2.530093095366703e-14,4.420497726896494,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
11,8,14,6,2.876,2.772,2.966,0.194,2.5966402366343038e-14,5.694089768087362,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
12,8,15,7,2.898,2.808,3.0,0.192,2.6163237735801253e-14,5.818546517259016,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
10,8,12,4,0.69,0.568,1.042,0.474,3.0740874098618207e-14,6.1360994837124965,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
11,8,14,6,0.162,0.056,0.268,0.212,1.8299147947470245e-14,4.012761938383291,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
12,9,15,6,1.066,0.984,1.158,0.174,2.0061031739690756e-14,4.461452651247159,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,56
8,4,10,6,0.948,0.826,1.104,0.278,4.982864476106673e-14,6.760900337141415,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,8,11,3,0.22,0.088,0.99,0.902,5.3814178255455033e-14,8.181631272464099,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,8,11,3,0.514,0.072,1.008,0.936,4.3343425118582717e-14,6.58971174329797,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,4,11,7,0.888,0.076,1.004,0.928,4.541448875664813e-14,6.904585621851371,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,7,30,23,0.142,0.03,0.562,0.532,5.1574146053353484e-14,9.1977809331977,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,14,6,0.366,0.016,0.598,0.582,4.3515972122606226e-14,7.760678737459092,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,13,5,1.37,1.25,1.506,0.256,3.3346756636996385e-14,5.947091437295949,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,12,5,0.44,0.256,0.606,0.35,3.555043269879984e-14,5.404905200585258,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,9,15,6,0.908,0.75,1.068,0.318,4.2844410222121065e-14,8.334972487548198,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,10,15,5,0.652,0.554,0.996,0.442,2.898329721923054e-14,5.8195419343983135,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,10,4,0.208,0.046,0.402,0.356,3.099147092647836e-14,4.2050159549803965,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,12,5,2.884,2.718,3.012,0.294,3.3983207696494615e-14,5.166632360498766,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,7,21,14,2.928,2.808,3.048,0.24,3.322217396872527e-14,5.924873248949301,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,10,13,3,0.526,0.376,0.688,0.312,2.3343080882883134e-14,4.541174354478279,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,9,14,5,0.466,0.36,0.668,0.308,2.24032710651654e-14,4.498341732662386,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,7,10,3,0.892,0.69,1.074,0.384,4.10616957815412e-14,5.571374340687105,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,10,4,2.984,2.77,3.156,0.386,3.920982344958158e-14,5.3201067348044875,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,11,4,0.466,0.328,0.826,0.498,2.953578295686141e-14,4.490468745048129,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,4,11,7,0.742,0.588,0.892,0.304,5.751372105739456e-14,7.803634595155941,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,11,5,2.464,2.318,2.656,0.338,4.900018570743604e-14,6.648492521880583,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,15,7,1.814,1.69,1.962,0.272,4.1159751616758674e-14,7.340468192030491,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,12,4,1.57,1.44,1.69,0.25,2.3988400448442656e-14,4.278113534528419,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,9,13,4,1.492,1.348,1.662,0.314,2.0651655466294754e-14,4.017583139585801,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,6,14,8,2.44,2.336,2.55,0.214,5.693416969048022e-14,11.076001175213754,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,11,4,0.232,0.028,0.444,0.416,3.040172513831386e-14,4.622122146839114,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,18,10,0.318,0.202,0.422,0.22,2.6095835793872304e-14,4.653955504225547,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,9,17,8,2.344,2.244,2.444,0.2,2.5047417515178576e-14,4.872736835232619,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,10,14,4,0.744,0.578,0.928,0.35,3.2192685947034884e-14,6.46395351200344,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,5,10,5,1.18,1.014,1.326,0.312,7.879413089643267e-14,10.691024584290782,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,8,14,6,0.918,0.814,1.02,0.206,2.4473850909638312e-14,4.761154907691317,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,10,15,5,2.49,2.324,2.824,0.5,2.7572412970251453e-14,5.536251182852349,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,10,15,5,2.5,2.324,2.824,0.5,2.7566269547901394e-14,5.53501764811279,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,10,16,6,2.514,2.324,2.824,0.5,2.7558858803102917e-14,5.533529648324717,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,10,14,4,2.696,2.346,2.814,0.468,3.296858945052382e-14,6.619746793266293,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,9,3,1.084,0.716,1.22,0.504,3.258259143882161e-14,4.420903969994991,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,10,4,1.584,1.45,1.78,0.33,4.43121524836484e-14,6.012406078927575,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,9,3,2.104,1.948,2.564,0.616,4.510692053222867e-14,6.1202425973270085,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,9,3,2.414,1.94,2.572,0.632,4.0685997139663484e-14,5.52039841937288,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,11,5,3.116,2.992,3.25,0.252,3.6366420451155776e-14,4.934305266936623,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,7,12,5,1.008,0.876,1.11,0.234,3.051346478260959e-14,5.441799546093249,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,7,15,8,1.068,0.992,1.152,0.16,2.3632060865899633e-14,4.745069829877947,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,10,4,1.806,1.62,1.96,0.34,4.7058790188715433e-14,6.385078140855745,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,12,6,1.62,1.446,2.032,0.586,3.577706296922964e-14,4.854339471813001,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,5,12,7,3.176,3.064,3.25,0.228,3.743973117657169e-14,5.69214443771307,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,7,10,3,2.428,2.044,2.642,0.598,3.008412182344089e-14,4.081904100623398,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,9,13,4,0.716,0.56,1.274,0.714,2.0985455597507693e-14,4.082520780122239,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,5,10,5,1.966,1.834,2.086,0.252,4.63918022565135e-14,6.294579212833188,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,9,3,2.806,2.514,3.23,0.716,3.3380877167437846e-14,4.529217777798042,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,10,15,5,3.086,2.836,3.208,0.372,3.660940009885358e-14,7.350783365223355,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,11,4,1.354,1.158,1.488,0.33,3.917515254079527e-14,5.955988988809503,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,9,14,5,3.006,2.798,3.12,0.322,2.6749607520835143e-14,5.203881710192333,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,5,12,7,0.572,0.398,0.76,0.362,2.6751607482736187e-14,4.0671770054809375,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,13,5,1.494,1.376,1.68,0.304,4.59830732493786e-14,8.200663835430909,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,8,14,6,0.468,0.368,0.566,0.198,3.7724243462521956e-14,7.338892745718001,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,4,14,10,1.004,0.89,1.132,0.242,2.0981831403354518e-14,4.212931564987025,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,9,13,4,1.092,0.928,1.21,0.282,2.926324668301668e-14,5.692886300331131,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,8,13,5,1.704,1.576,1.808,0.232,2.0580113988234853e-14,4.0036654255069655,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,10,15,5,0.64,0.356,1.222,0.866,2.6769738795584107e-14,5.375082631745065,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,7,15,8,2.992,2.898,3.114,0.216,2.2478488801891922e-14,4.51344466487122,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,7,22,15,1.204,1.066,1.312,0.246,2.2469325929642186e-14,4.0072003791137805,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,9,12,3,2.71,2.48,2.898,0.418,2.851996570749174e-14,5.086277076278668,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,7,13,6,1.868,1.76,1.968,0.208,8.919579795469289e-14,15.907261147868951,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,7,13,6,1.898,1.774,2.004,0.23,8.713510222402517e-14,16.951305338822674,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,6,16,10,1.396,1.302,1.494,0.192,2.386464945591923e-14,4.791771177997288,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,11,4,1.05,0.708,1.172,0.464,3.6479152534715715e-14,5.546102994534975,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,6,18,12,0.726,0.624,0.808,0.184,2.0420167490717642e-14,4.100155345362856,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,10,4,2.69,2.526,2.844,0.318,1.1204707944936125e-13,15.202884623039065,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,12,5,1.864,1.738,1.984,0.246,3.811179864056806e-14,5.794322123202135,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,6,14,8,2.852,2.768,3.016,0.248,3.974935815294564e-14,7.732859546551594,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,6,15,9,0.358,0.25,0.458,0.208,2.5780583873990537e-14,5.1764707035614475,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
